author,conference,title,year
"{'Constantine Dovrolis', 'Bistra Dilkina', 'Payam Siyari'}",KDD,lexis: an optimization framework for discovering the hierarchical structure of sequential data.,2016
"{'J. Saketha Nath', 'Arun Shankar Iyer', 'Sunita Sarawagi'}",KDD,privacy-preserving class ratio estimation.,2016
"{'Joey Velez-Ginorio', 'Hao Hu', 'Guo-Jun Qi'}",KDD,temporal order-based first-take-all hashing for fast attention-deficit-hyperactive-disorder detection.,2016
"{'Xiang Cheng 0002', 'Bistra Dilkina', 'Shang-Tse Chen', 'Wenwen Zhang', 'Oliver L. Haimson', 'Michael Madaio', 'Duen Horng Chau', 'Matthew Hinds-Aldrich'}",KDD,firebird: predicting fire risk and prioritizing fire inspections in atlanta.,2016
"{'Sendhil Mullainathan', 'Jon M. Kleinberg', 'Ashton Anderson'}",KDD,assessing human error against a benchmark of perfection.,2016
"{'Ruiwen Zhang', 'Jieping Ye', 'Xiaotong Shen', 'Jun Liu 0003', 'Pinghua Gong', 'Tao Yang 0016'}",KDD,absolute fused lasso and its application to genome-wide association studies.,2016
"{'Emaad A. Manzoor', 'Sadegh M. Milajerdi', 'Leman Akoglu'}",KDD,fast memory-efficient anomaly detection in streaming heterogeneous graphs.,2016
"{'Yukitaka Kusumura', 'Ryohei Fujimaki', 'Haichuan Yang', 'Ji Liu 0002'}",KDD,online feature selection: a limited-memory substitution algorithm and its asynchronous parallel variation.,2016
"{'Yiming Yang', 'Guoqing Zheng', 'Jaime G. Carbonell'}",KDD,efficient shift-invariant dictionary learning.,2016
{'Ralf Herbrich'},KDD,learning sparse models at scale.,2016
"{'Cyrus Shahabi', 'Dingxiong Deng', 'Rose Yu', 'Yan Liu', 'Ugur Demiryurek', 'Linhong Zhu'}",KDD,latent space model for road networks to predict time-varying traffic.,2016
"{'Hengshu Zhu', 'Yong Ge', 'Huayu Li', 'Richang Hong'}",KDD,point-of-interest recommendations: learning potential check-ins from friends.,2016
"{'Bo Zhao 0001', 'Lance M. Kaplan', 'Jiawei Han 0001', 'Xiangyu Chen', 'Jing Gao', 'Mengting Wan'}",KDD,from truth discovery to trustworthy opinion discovery: an uncertainty-aware quantitative modeling approach.,2016
"{'Lei Han', 'Yu Zhang', 'Tong Zhang', 'Xiu-Feng Wan'}",KDD,generalized hierarchical sparse model for arbitrary-order interactive antigenic sites identification in flu virus data.,2016
"{'Azin Ashkan', 'William Trouleau', 'Weicong Ding', 'Brian Eriksson'}",KDD,just one more: modeling binge watching behavior.,2016
{'Oliver Downs'},KDD,how machine learning has finally solved wanamaker's dilemma.,2016
"{'Pablo Robles-Granda', 'Jennifer Neville', 'Sebastián Moreno'}",KDD,sampling of attributed networks from hierarchical generative models.,2016
"{'Ruiyun Yu', 'Qiang Zhang', 'Chao Che', 'Yue Qu', 'Cuili Yao', 'Kuifei Yu', 'Li Guo 0008', 'Bo Jin 0001'}",KDD,minimizing legal exposure of high-tech companies through collaborative filtering methods.,2016
"{'Qi Li', 'Lu Su', 'Houping Xiao', 'Fenglong Ma', 'Jing Gao', 'Yunlong Feng', 'Aidong Zhang'}",KDD,towards confidence in the truth: a bootstrapping based truth discovery approach.,2016
"{'Stefano Leucci 0001', 'Prabhakar Raghavan', 'Erisa Terolli', 'Alessandro Panconesi', 'Marco Bressan 0002'}",KDD,"the limits of popularity-based recommendations, and the role of social ties.",2016
"{'Prithu Banerjee', 'Pranali Yawalkar', 'Sayan Ranu'}",KDD,mantra: a scalable approach to mining temporally anomalous sub-trajectories.,2016
"{'Bart Bogaerts 0001', 'Tomi Janhunen', 'Shahab Tasharrofi'}",KR,declarative solver development: case studies.,2016
"{'Sheila A. McIlraith', 'Roy Luo', 'Richard Anthony Valenzano', 'J. Christopher Beck', 'Yi Li'}",KR,using metric temporal logic to specify scheduling problems.,2016
"{'Giuseppe De Giacomo', 'Bita Banihashemi', 'Yves Lespérance'}",KR,online situation-determined agents and their supervision.,2016
"{'Yuchen Sha', 'Seung-won Hwang', 'Zhongyuan Wang', 'Zhiyi Luo', 'Kenny Q. Zhu'}",KR,commonsense causal reasoning between short texts.,2016
"{'Fabio Patrizi', 'Giuseppe De Giacomo', 'Marco Montali', 'Diego Calvanese'}",KR,on first-order μ-calculus over situation calculus action theories.,2016
"{'Enrico Pontelli', 'Marcello Balduccini', 'Tran Cao Son', 'Michael Gelfond'}",KR,reasoning about truthfulness of agents using answer set programming.,2016
"{'Pietro Sala', 'Angelo Montanari', 'Adriano Peron', 'Alberto Molinari'}",KR,model checking well-behaved fragments of hs: the (almost) final picture.,2016
"{'David Poole 0001', 'David Buchman'}",KR,negation without negation in probabilistic logic programming.,2016
"{'Michael Wooldridge', 'Haris Aziz 0001', 'Paul Harrenstein', 'Jérôme Lang'}",KR,boolean hedonic games.,2016
"{'Arnaud Carayol', 'Zoltán Ésik'}",KR,an analysis of the equational properties of the well-founded fixed point.,2016
"{'Jean-François Condotta', 'Michael Sioutis', 'Issam Nouaouri'}",KR,a sat approach for maximizing satisfiability in qualitative spatial and temporal constraint networks.,2016
"{'Giorgos Flouris', 'Antonis Bikakis', 'Theodore Patkos'}",KR,a multi-aspect evaluation framework for comments on the social web.,2016
"{'Vasanth Sarathy', 'Matthias Scheutz'}",KR,cognitive affordance representations in uncertain logic.,2016
"{'Maurizio Lenzerini', 'Lorenzo Lepore', 'Antonella Poggi'}",KR,a higher-order semantics for metaquerying in owl 2 ql.,2016
"{'Jan Kluka', 'Martin Homola', 'Petra Kubincová'}",KR,expressive description logic with instantiation metamodelling.,2016
"{'Antonio Rago', 'Marco Aurisicchio', 'Francesca Toni', 'Pietro Baroni'}",KR,discontinuity-free decision support with quantitative argumentation debates.,2016
"{'Andrew Bate', 'Bernardo Cuenca Grau', 'Frantisek Simancik', 'Ian Horrocks', 'Boris Motik'}",KR,extending consequence-based reasoning to sriq.,2016
"{'Zhiguo Long', 'Sanjiang Li', 'Steven Schockaert'}",KR,encoding large rcc8 scenarios using rectangular pseudo-solutions.,2016
"{'Magdalena Ivanovska', 'Audun Jøsang', 'Francesco Sambo'}",KR,bayesian deduction with subjective opinions.,2016
"{'Maria Vanina Martinez', 'Thomas Lukasiewicz', 'Gerardo Ignacio Simari', 'David Poole 0001'}",KR,probabilistic models over weighted orderings: fixed-parameter tractable variable elimination.,2016
{'Sebastian Rudolph'},KR,undecidability results for database-inspired reasoning problems in very expressive description logics.,2016
"{'Faustine Maffre', 'Emiliano Lorini', 'François Schwarzentruber', 'Tristan Charrier', 'Andreas Herzig'}",KR,building epistemic logic from observations and public announcements.,2016
"{'Madalina Croitoru', 'Zied Bouraoui', 'Karim Tabia', 'Marie-Laure Mugnier', 'Jean-François Baget', 'Swan Rocher', 'Salem Benferhat', 'Odile Papini'}",KR,a general modifier-based framework for inconsistency-tolerant query answering.,2016
"{'Leonid Libkin', 'Marco Console', 'Paolo Guagliardo'}",KR,approximations and refinements of certain answers via many-valued logics.,2016
"{'Giovanni Casini', 'Thomas Andreas Meyer'}",KR,using defeasible information to obtain coherence.,2016
"{'Ofer Arieli', 'Christian Straßer'}",KR,argumentative approaches to reasoning with maximal consistency.,2016
"{'Giuseppe Perelli', 'Julian Gutierrez 0001', 'Michael Wooldridge'}",KR,imperfect information in reactive modules games.,2016
"{'Domenico Fabio Savo', 'Domenico Lembo', 'Valerio Santarelli', 'Daniele Pantaleone'}",KR,easy owl drawing with the graphol visual ontology language.,2016
"{'Thomas Linsbichler', 'Stefan Woltran', 'Massimiliano Giacomin'}",KR,on the functional completeness of argumentation semantics.,2016
"{'Thomas Lukasiewicz', 'Livia Predoiu', 'Thomas Eiter'}",KR,generalized consistent query answering under existential rules.,2016
"{'Benjamin Aminof', 'Florian Zuleger', 'Aniello Murano', 'Sasha Rubin'}",KR,prompt alternating-time epistemic logics.,2016
"{'Lukás Chrpa', 'Roman Barták'}",KR,guiding planning engines by transition-based domain control knowledge.,2016
"{'Ricardo Gonçalves 0001', 'João Leite', 'Matthias Knorr'}",KR,the ultimate guide to forgetting in answer set programming.,2016
"{'Temur Kutsia', 'Boris Konev'}",KR,anti-unification of concepts in description logic el.,2016
"{'Umberto Grandi', 'Ulle Endriss', 'Ronald de Haan', 'Jérôme Lang'}",KR,succinctness of languages for judgment aggregation.,2016
"{'Seyed Mehran Kazemi', 'David Poole 0001'}",KR,knowledge compilation for lifted probabilistic inference: compiling to a low-level language.,2016
"{'Yves Lespérance', 'Shakil M. Khan 0001'}",KR,infinite paths in the situation calculus: axiomatization and properties.,2016
"{'Edelweis Rohrer', 'Monica Martinez', 'Paula Severi'}",KR,complexity of the description logic alcm.,2016
{'Ringo Baumann'},KR,characterizing equivalence notions for labelling-based semantics.,2016
"{'Umut Oztok', 'Arthur Choi', 'Adnan Darwiche'}",KR,solving pppp-complete problems using knowledge compilation.,2016
"{'Jonathan Ben-Naim', 'Leila Amgoud'}",KR,axiomatic foundations of acceptability semantics.,2016
"{'Jean-Guy Mailly', 'Adrian Haret', 'Julien Rossit', 'Sébastien Konieczny', 'Stefan Woltran', 'Jérôme Delobelle'}",KR,merging of abstract argumentation frameworks.,2016
"{'Jean-François Condotta', 'Badran Raddaoui', 'Yakoub Salhi'}",KR,quantifying conflicts for spatial and temporal information.,2016
"{'Johannes Peter Wallner', 'Matthias Thimm'}",KR,some complexity results on inconsistency measurement.,2016
"{'Yakoub Salhi', 'Lakhdar Sais', 'Badran Raddaoui', 'Saïd Jabbour', 'Yue Ma'}",KR,a mis partition based framework for measuring inconsistency.,2016
"{'Marlo Souza', 'Álvaro F. Moreira', 'John-Jules Ch. Meyer', 'Renata Vieira'}",KR,preference and priorities: a study based on contrction.,2016
"{'Eris Chinellato', 'David C. Hogg', 'Muhannad Al-Omari', 'Yiannis Gatsoulis', 'Anthony G. Cohn'}",KR,unsupervised grounding of textual descriptions of object features and actions in video.,2016
"{'Joseph Y. Halpern', 'Rafael Pass'}",KR,sequential equilibrium in games of imperfect recall.,2016
"{'Jakub Michaliszyn', 'Alessio Lomuscio'}",KR,model checking multi-agent systems against epistemic hs specifications with regular expressions.,2016
"{'Kristijonas Cyras', 'Francesca Toni'}",KR,aba+: assumption-based argumentation with preferences.,2016
"{'Guy Van den Broeck', 'Adnan Darwiche', 'Ismail Ilkan Ceylan'}",KR,open-world probabilistic databases.,2016
"{'Tenda Okimoto', 'Maxime Clement', 'Katsumi Inoue', 'Nicolas Schwind'}",KR,representative solutions for multi-objective constraint optimization problems.,2016
"{'Santiago Figueira', 'Sergio Abriola', 'Pablo Barceló', 'Diego Figueira'}",KR,bisimulations on data graphs.,2016
{'Özgür Lütfü Özçep'},KR,minimality postulates for ontology revision.,2016
"{'Gerhard Lakemeyer', 'Hector J. Levesque'}",KR,decidable reasoning in a logic of limited belief with function symbols.,2016
"{'Alexander Borgida', 'David Toman', 'Grant E. Weddell'}",KR,on referring expressions in query answering over first order knowledge bases.,2016
"{'Maurizio Lenzerini', 'Giuseppe De Giacomo', 'Moshe Y. Vardi', 'Diego Calvanese'}",KR,regular open apis.,2016
"{'Hannes Strass', 'Ringo Baumann'}",KR,an abstract logical approach to characterizing strong equivalence in logic-based knowledge representation formalisms.,2016
"{'Anthony Hunter', 'Matthias Thimm'}",KR,on partial information and contradictions in probabilistic abstract argumentation.,2016
"{'Federico Cerutti', 'Massimiliano Giacomin', 'Mauro Vallati'}",KR,jargsemsat: an efficient off-the-shelf solver for abstract argumentation frameworks.,2016
"{'Jonathan Ben-Naim', 'Srdjan Vesic', 'Leila Amgoud', 'Dragan Doder'}",KR,ranking arguments with compensation-based semantics.,2016
"{'Egor V. Kostylev', 'Roman Kontchakov'}",KR,on expressibility of non-monotone operators in sparql.,2016
"{'Nhung Ngo', 'Magdalena Ortiz', 'Mantas Simkus'}",KR,closed predicates in description logics: results on combined complexity.,2016
"{'Paul Saikko', 'Johannes Peter Wallner', 'Matti Järvisalo'}",KR,implicit hitting set algorithms for reasoning beyond np.,2016
{'Alexander Bochman'},KR,on logics and semantics of indeterminate causation.,2016
"{'Ken Satoh', 'Kristijonas Cyras', 'Francesca Toni'}",KR,abstract argumentation for case-based reasoning.,2016
"{'Carsten Lutz', 'Pierre Bourhis'}",KR,"containment in monadic disjunctive datalog, mmsnp, and expressive description logics.",2016
"{'Régis Riveret', 'Guido Governatori', 'Ho-Pun Lam', 'Pietro Baroni'}",KR,on the justification of statements in argumentation-based reasoning.,2016
"{'Joohyung Lee', 'Yi Wang'}",KR,weighted rules under the stable model semantics.,2016
"{'Xiaoyan Zhu', 'Minlie Huang', 'Jun Feng', 'Mantong Zhou', 'Yu Hao', 'Mingdong Wang'}",KR,knowledge graph embedding by flexible translation.,2016
"{'Ernesto Jiménez-Ruiz', 'Terry R. Payne', 'Alessandro Solimando', 'Valentina A. M. Tamma'}",KR,limiting logical violations in ontology alignnment through negotiation.,2016
"{'Vaishak Belle', 'Hector J. Levesque'}",KR,foundations for generalized planning in unbounded stochastic domains.,2016
"{'Riccardo Rosati', 'Meghyn Bienvenu'}",KR,query-based comparison of mappings in ontology-based data access.,2016
"{'Glauber De Bona', 'Márcio Moretto Ribeiro', 'Yuri David Santos', 'Marcelo Finger', 'Renata Wassermann'}",KR,consolidating probabilistic knowledge bases via belief contraction.,2016
"{'Stefan Szeider', 'Ronald de Haan'}",KR,parameterized complexity results for symbolic model checking of temporal logics.,2016
"{'Yong Ren', 'Yucen Luo', 'Jun Zhu', 'Jialian Li'}",NIPS,conditional generative moment-matching networks.,2016
"{'Liwei Wang 0001', 'Nenghai Yu', 'Tao Qin', 'Di He', 'Tie-Yan Liu', 'Wei-Ying Ma', 'Yingce Xia'}",NIPS,dual learning for machine translation.,2016
"{'Zequn Jie', 'Wen Lu', 'Shuicheng Yan', 'Jiashi Feng', 'Xiaojie Jin', 'Xiaodan Liang'}",NIPS,tree-structured reinforcement learning for sequential object localization.,2016
"{'Kun Yang', 'Wing Hung Wong', 'Dangna Li'}",NIPS,density estimation via discrepancy based adaptive sequential partition.,2016
"{'Søren Hauberg', 'Lars Kai Hansen', 'Georgios Arvanitidis'}",NIPS,a locally adaptive normal distribution.,2016
"{'Arthur Choi', 'Yujia Shen', 'Adnan Darwiche'}",NIPS,tractable operations for arithmetic circuits of probabilistic models.,2016
"{'Yiling Chen', 'Chien-Ju Ho', 'Rafael M. Frongillo'}",NIPS,eliciting categorical data for optimal aggregation.,2016
"{'Yaoliang Yu', 'Xinhua Zhang', 'Junfeng Wen', 'Vignesh Ganapathiraman'}",NIPS,convex two-layer modeling with latent structure.,2016
"{'Xavier Bresson', 'Arthur Szlam', 'James H. von Brecht', 'Thomas Laurent 0001'}",NIPS,the product cut.,2016
"{'Pedro A. Ortega', 'Alan A. Stocker'}",NIPS,human decision-making under limited time.,2016
"{'Claire Vernade', 'Paul Lagrée', 'Olivier Cappé'}",NIPS,multiple-play bandits in the position-based model.,2016
"{'Dieuwke Hupkes', 'Willem H. Zuidema', 'Sara Veldhoen'}",NIPS,diagnostic classifiers revealing how neural networks process hierarchical structure.,2016
"{'Varun Jog', 'Justin T. Khim', 'Po-Ling Loh'}",NIPS,computing and maximizing influence in linear threshold and triggering models.,2016
"{'Kang-Jun Liu', 'Guiguan Lin', 'Ting-Yu Cheng', 'Shan-Hung Wu', 'Xinyang Gong'}",NIPS,learning user perceived clusters with feature-level supervision.,2016
"{'Daniel McNamee', 'Daniel M. Wolpert', 'Máte Lengyel'}",NIPS,"efficient state-space modularization for planning: theory, behavioral and neural signatures.",2016
"{'Alexander J. Smola', 'Kumar Avinava Dubey', 'Eric P. Xing', 'Sinead A. Williamson', 'Sashank J. Reddi', 'Barnabás Póczos'}",NIPS,variance reduction in stochastic gradient langevin dynamics.,2016
{'Kihyuk Sohn'},NIPS,improved deep metric learning with multi-class n-pair loss objective.,2016
"{'Wittawat Jitkrittum', 'Zoltán Szabó 0001', 'Kacper P. Chwialkowski', 'Arthur Gretton'}",NIPS,interpretable distribution features with maximum testing power.,2016
"{'Christos Boutsidis', 'Malik Magdon-Ismail'}",NIPS,optimal sparse linear encoders and sparse pca.,2016
"{'Gao Huang', 'Yu Sun', 'Kilian Q. Weinberger', 'Fei Sha', 'Chuan Guo', 'Matt J. Kusner'}",NIPS,supervised word mover's distance.,2016
"{'Josh Tenenbaum', 'Kevin Ellis', 'Armando Solar-Lezama'}",NIPS,sampling for bayesian program learning.,2016
"{'Elvis Dohmatob', 'Bertrand Thirion', 'Arthur Mensch', 'Gaël Varoquaux'}",NIPS,learning brain regions via large-scale online structured sparse dictionary learning.,2016
"{'Kai Zhong', 'Qi Lei', 'Inderjit S. Dhillon'}",NIPS,coordinate-wise power method.,2016
"{'Farshad Lahouti', 'Babak Hassibi'}",NIPS,fundamental limits of budget-fidelity trade-off in label crowdsourcing.,2016
"{'Daniel J. Mankowitz', 'Timothy Arthur Mann', 'Shie Mannor'}",NIPS,adaptive skills adaptive partitions (asap).,2016
"{'Armin Pourshafeie', 'Anshul Kundaje', 'Serafim Batzoglou', 'Oana Ursu', 'Junjie Zhu', 'Bo Wang'}",NIPS,unsupervised learning from noisy networks with applications to hi-c data.,2016
"{'Zhuoran Yang', 'Constantine Caramanis', 'Han Liu', 'Zhaoran Wang', 'Xinyang Yi'}",NIPS,"more supervision, less computation: statistical-computational tradeoffs in weakly supervised learning.",2016
{'Arild Nøkland'},NIPS,direct feedback alignment provides learning in deep neural networks.,2016
"{'Tong Zhang 0001', 'Guangcan Liu', 'Qingshan Liu', 'Xiao-Tong Yuan', 'Ping Li 0001'}",NIPS,"learning additive exponential family graphical models via \\ell_{2, 1}-norm regularized m-estimation.",2016
"{'Daniel D. Lee', 'Xue-Xin Wei', 'Zhuo Wang', 'Alan A. Stocker'}",NIPS,efficient neural codes under metabolic constraints.,2016
"{'Frank Nielsen', 'Philippe Donnat', 'Gautier Marti', 'Sébastien Andler'}",NIPS,"exploring and measuring non-linear correlations: copulas, lightspeed transportation and clustering.",2016
"{'Jianfeng Gao', 'Mir Rosenberg', 'Xia Song', 'Li Deng', 'Saurabh Tiwary', 'Tri Nguyen', 'Rangan Majumder'}",NIPS,ms marco: a human generated machine reading comprehension dataset.,2016
"{'Seyed Hamed Hassani', 'Olivier Bachem', 'Andreas Krause 0001', 'Mario Lucic'}",NIPS,fast and provably good seedings for k-means.,2016
"{'Morteza Zadimoghaddam', 'Baharan Mirzasoleiman', 'Amin Karbasi'}",NIPS,fast distributed submodular cover: public-private data summarization.,2016
"{'François Fleuret', 'James Newling'}",NIPS,nested mini-batch k-means.,2016
{'Bryant Chen'},NIPS,identification and overidentification of linear structural equation models.,2016
